 Station,ReadingDate,TrapFactor,SpeciesFactor,Latitude,Longitude,weekNumber,V1,V2,WnvPresentChar,ID,Date,Tmax,Tmin,Tavg,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,DewPoint,Sunrise,Sunset,SevendaymedianTmp,ThreedaymedianTmp,SevendaymedianMinTmp,ThreedaymedianMinTmp
1,7/10/2009,T009,CULEX PIPIENS/RESTUANS,41.992478,-87.862995,27,9,0,FALSE,877,7/10/2009,82,63,73,0.08,29.34,30.06,4.4,21,4.9,64,425,1929,73,74,63,63
1,7/10/2009,T011,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,27,36,0,FALSE,877,7/10/2009,82,63,73,0.08,29.34,30.06,4.4,21,4.9,64,425,1929,73,74,63,63
1,7/10/2009,T011,CULEX RESTUANS,41.944869,-87.832763,27,1,0,FALSE,877,7/10/2009,82,63,73,0.08,29.34,30.06,4.4,21,4.9,64,425,1929,73,74,63,63
1,7/13/2009,T900,CULEX PIPIENS,41.974689,-87.890615,28,4,0,FALSE,883,7/13/2009,79,61,70,0,29.36,30.07,4.8,7,5.8,46,428,1927,72,70,64,61
1,7/13/2009,T900,CULEX PIPIENS/RESTUANS,41.974689,-87.890615,28,96,0,FALSE,883,7/13/2009,79,61,70,0,29.36,30.07,4.8,7,5.8,46,428,1927,72,70,64,61
1,7/13/2009,T900,CULEX RESTUANS,41.974689,-87.890615,28,88,0,FALSE,883,7/13/2009,79,61,70,0,29.36,30.07,4.8,7,5.8,46,428,1927,72,70,64,61
1,7/13/2009,T903,CULEX PIPIENS,41.957799,-87.930995,28,4,0,FALSE,883,7/13/2009,79,61,70,0,29.36,30.07,4.8,7,5.8,46,428,1927,72,70,64,61
1,7/13/2009,T903,CULEX PIPIENS/RESTUANS,41.957799,-87.930995,28,10,0,FALSE,883,7/13/2009,79,61,70,0,29.36,30.07,4.8,7,5.8,46,428,1927,72,70,64,61
1,7/13/2009,T903,CULEX RESTUANS,41.957799,-87.930995,28,10,0,FALSE,883,7/13/2009,79,61,70,0,29.36,30.07,4.8,7,5.8,46,428,1927,72,70,64,61
1,7/17/2009,T009,CULEX PIPIENS,41.992478,-87.862995,28,2,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/17/2009,T009,CULEX PIPIENS/RESTUANS,41.992478,-87.862995,28,100,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/17/2009,T009,CULEX RESTUANS,41.992478,-87.862995,28,10,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/17/2009,T011,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,28,29,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/17/2009,T011,CULEX RESTUANS,41.944869,-87.832763,28,3,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/17/2009,T900,CULEX PIPIENS,41.974689,-87.890615,28,5,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/17/2009,T900,CULEX PIPIENS/RESTUANS,41.974689,-87.890615,28,246,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/17/2009,T900,CULEX RESTUANS,41.974689,-87.890615,28,54,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/17/2009,T903,CULEX PIPIENS,41.957799,-87.930995,28,2,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/17/2009,T903,CULEX PIPIENS/RESTUANS,41.957799,-87.930995,28,27,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/17/2009,T903,CULEX RESTUANS,41.957799,-87.930995,28,6,0,FALSE,891,7/17/2009,70,57,64,0,29.15,29.87,10.6,30,10.8,51,431,1925,65,64,57,57
1,7/24/2009,T009,CULEX PIPIENS/RESTUANS,41.992478,-87.862995,29,47,0,FALSE,905,7/24/2009,83,61,72,0.14,29.08,29.83,8.9,23,9.8,59,437,1919,73,73,64,62
1,7/24/2009,T009,CULEX RESTUANS,41.992478,-87.862995,29,15,0,FALSE,905,7/24/2009,83,61,72,0.14,29.08,29.83,8.9,23,9.8,59,437,1919,73,73,64,62
1,7/24/2009,T011,CULEX PIPIENS,41.944869,-87.832763,29,1,0,FALSE,905,7/24/2009,83,61,72,0.14,29.08,29.83,8.9,23,9.8,59,437,1919,73,73,64,62
1,7/24/2009,T011,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,29,31,0,FALSE,905,7/24/2009,83,61,72,0.14,29.08,29.83,8.9,23,9.8,59,437,1919,73,73,64,62
1,7/24/2009,T011,CULEX RESTUANS,41.944869,-87.832763,29,7,0,FALSE,905,7/24/2009,83,61,72,0.14,29.08,29.83,8.9,23,9.8,59,437,1919,73,73,64,62
1,7/27/2009,T900,CULEX PIPIENS,41.974689,-87.890615,30,13,0,FALSE,911,7/27/2009,84,64,74,0.02,29.13,29.86,9.3,23,10.1,61,440,1917,74,75,66,66
1,7/27/2009,T900,CULEX PIPIENS/RESTUANS,41.974689,-87.890615,30,300,0,FALSE,911,7/27/2009,84,64,74,0.02,29.13,29.86,9.3,23,10.1,61,440,1917,74,75,66,66
1,7/27/2009,T900,CULEX RESTUANS,41.974689,-87.890615,30,212,0,FALSE,911,7/27/2009,84,64,74,0.02,29.13,29.86,9.3,23,10.1,61,440,1917,74,75,66,66
1,7/27/2009,T900,CULEX SALINARIUS,41.974689,-87.890615,30,1,0,FALSE,911,7/27/2009,84,64,74,0.02,29.13,29.86,9.3,23,10.1,61,440,1917,74,75,66,66
1,7/27/2009,T903,CULEX PIPIENS,41.957799,-87.930995,30,7,0,FALSE,911,7/27/2009,84,64,74,0.02,29.13,29.86,9.3,23,10.1,61,440,1917,74,75,66,66
1,7/27/2009,T903,CULEX PIPIENS/RESTUANS,41.957799,-87.930995,30,105,0,FALSE,911,7/27/2009,84,64,74,0.02,29.13,29.86,9.3,23,10.1,61,440,1917,74,75,66,66
1,7/27/2009,T903,CULEX RESTUANS,41.957799,-87.930995,30,16,0,FALSE,911,7/27/2009,84,64,74,0.02,29.13,29.86,9.3,23,10.1,61,440,1917,74,75,66,66
1,7/31/2009,T011,CULEX PIPIENS,41.944869,-87.832763,30,3,0,FALSE,919,7/31/2009,81,58,70,0,29.23,29.94,6.2,26,7.3,54,444,1913,69,70,61,61
1,7/31/2009,T011,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,30,7,0,FALSE,919,7/31/2009,81,58,70,0,29.23,29.94,6.2,26,7.3,54,444,1913,69,70,61,61
1,7/31/2009,T011,CULEX RESTUANS,41.944869,-87.832763,30,2,0,FALSE,919,7/31/2009,81,58,70,0,29.23,29.94,6.2,26,7.3,54,444,1913,69,70,61,61
1,7/31/2009,T900,CULEX PIPIENS,41.974689,-87.890615,30,8,0,FALSE,919,7/31/2009,81,58,70,0,29.23,29.94,6.2,26,7.3,54,444,1913,69,70,61,61
1,7/31/2009,T900,CULEX PIPIENS/RESTUANS,41.974689,-87.890615,30,306,0,FALSE,919,7/31/2009,81,58,70,0,29.23,29.94,6.2,26,7.3,54,444,1913,69,70,61,61
1,7/31/2009,T900,CULEX RESTUANS,41.974689,-87.890615,30,53,0,FALSE,919,7/31/2009,81,58,70,0,29.23,29.94,6.2,26,7.3,54,444,1913,69,70,61,61
1,7/31/2009,T900,CULEX TERRITANS,41.974689,-87.890615,30,3,0,FALSE,919,7/31/2009,81,58,70,0,29.23,29.94,6.2,26,7.3,54,444,1913,69,70,61,61
1,7/31/2009,T903,CULEX PIPIENS,41.957799,-87.930995,30,6,0,FALSE,919,7/31/2009,81,58,70,0,29.23,29.94,6.2,26,7.3,54,444,1913,69,70,61,61
1,7/31/2009,T903,CULEX PIPIENS/RESTUANS,41.957799,-87.930995,30,60,0,FALSE,919,7/31/2009,81,58,70,0,29.23,29.94,6.2,26,7.3,54,444,1913,69,70,61,61
1,7/31/2009,T903,CULEX RESTUANS,41.957799,-87.930995,30,2,0,FALSE,919,7/31/2009,81,58,70,0,29.23,29.94,6.2,26,7.3,54,444,1913,69,70,61,61
1,8/7/2009,T009,CULEX PIPIENS,41.992478,-87.862995,31,1,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/7/2009,T009,CULEX PIPIENS/RESTUANS,41.992478,-87.862995,31,5,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/7/2009,T011,CULEX PIPIENS,41.944869,-87.832763,31,3,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/7/2009,T011,CULEX RESTUANS,41.944869,-87.832763,31,2,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/7/2009,T900,CULEX PIPIENS,41.974689,-87.890615,31,2,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/7/2009,T900,CULEX PIPIENS/RESTUANS,41.974689,-87.890615,31,78,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/7/2009,T900,CULEX RESTUANS,41.974689,-87.890615,31,93,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/7/2009,T900,CULEX SALINARIUS,41.974689,-87.890615,31,1,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/7/2009,T903,CULEX PIPIENS,41.957799,-87.930995,31,7,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/7/2009,T903,CULEX PIPIENS/RESTUANS,41.957799,-87.930995,31,87,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/7/2009,T903,CULEX RESTUANS,41.957799,-87.930995,31,39,0,FALSE,933,8/7/2009,74,64,69,0.33,29.36,30.09,7.3,15,7.8,59,451,1904,79,71,69,67
1,8/13/2009,T011,CULEX PIPIENS,41.944869,-87.832763,32,1,0,FALSE,945,8/13/2009,86,60,73,0,29.38,30.1,1.5,14,3.8,55,457,1856,78,75,67,63
1,8/13/2009,T900,CULEX PIPIENS,41.974689,-87.890615,32,4,0,FALSE,945,8/13/2009,86,60,73,0,29.38,30.1,1.5,14,3.8,55,457,1856,78,75,67,63
1,8/13/2009,T900,CULEX PIPIENS/RESTUANS,41.974689,-87.890615,32,168,0,FALSE,945,8/13/2009,86,60,73,0,29.38,30.1,1.5,14,3.8,55,457,1856,78,75,67,63
1,8/13/2009,T900,CULEX RESTUANS,41.974689,-87.890615,32,49,0,FALSE,945,8/13/2009,86,60,73,0,29.38,30.1,1.5,14,3.8,55,457,1856,78,75,67,63
1,8/13/2009,T900,CULEX SALINARIUS,41.974689,-87.890615,32,1,0,FALSE,945,8/13/2009,86,60,73,0,29.38,30.1,1.5,14,3.8,55,457,1856,78,75,67,63
1,8/13/2009,T903,CULEX PIPIENS,41.957799,-87.930995,32,3,0,FALSE,945,8/13/2009,86,60,73,0,29.38,30.1,1.5,14,3.8,55,457,1856,78,75,67,63
1,8/13/2009,T903,CULEX PIPIENS/RESTUANS,41.957799,-87.930995,32,9,0,FALSE,945,8/13/2009,86,60,73,0,29.38,30.1,1.5,14,3.8,55,457,1856,78,75,67,63
1,8/25/2009,T009,CULEX PIPIENS,41.992478,-87.862995,34,3,0,FALSE,969,8/25/2009,83,59,71,0,29.33,30.05,9.1,21,9.2,61,510,1839,68,71,61,61
1,8/25/2009,T009,CULEX PIPIENS/RESTUANS,41.992478,-87.862995,34,42,1,TRUE,969,8/25/2009,83,59,71,0,29.33,30.05,9.1,21,9.2,61,510,1839,68,71,61,61
1,8/25/2009,T009,CULEX RESTUANS,41.992478,-87.862995,34,6,0,FALSE,969,8/25/2009,83,59,71,0,29.33,30.05,9.1,21,9.2,61,510,1839,68,71,61,61
